"ConPhylum","r.sqr","lntercept","a","RE","TempPref","GenusSpecies","ConGenus","ConFamily","ConOrder","ConClass","Superkingdom","GrowthRate","RateUnit","Optimum.Temp","TempUnit","AverageVolume","VolumeUnit","Sources","Notes","Author","Temp","arrhenius_tmp","x","y","z","E","TCorrected_GrowthRate"
"11","Actinobacteria",0.0128042529465784,-8.86046583929134,-0.0661575984184842,-0.133908688886324,"Mesophile","Rhodococcus jostii","Rhodococcus","Nocardiaceae","Corynebacteriales","Actinobacteria","Bacteria",1.82e-05,"s^-1",28.929,"Celsius",2.62e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4793, 12331, 13642, 14421, 18701, 18707, 18718, 18723, 18935","Madin",302.079,38.4036231391323,-10.9140889638815,-40.4833573561198,38.4036231391323,0.133908688886324,0.00311504979649797
"12","Actinobacteria",0.0128042529465784,-8.86046583929134,-0.0661575984184842,-0.133908688886324,"Mesophile","Mycobacterium leprae","Mycobacterium","Mycobacteriaceae","Corynebacteriales","Actinobacteria","Bacteria",2.47e-07,"s^-1",35.938,"Celsius",5.49e-19,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4566, 7795, 8077, 12331, 13335, 14101, 14881, 18701, 18707, 18718, 18756, 18723, 18895","Madin",309.088,37.532767607432,-15.2138775003184,-42.0461885113654,37.532767607432,0.133908688886324,3.76222924204382e-05
"13","Aquificae",0.113155852343946,7.46614130686592,1.17198426177962,0.915024832172984,"Thermophile","Sulfurihydrogenibium subterraneum","Sulfurihydrogenibium","Hydrogenothermaceae","Aquificales","Aquificae","Bacteria",7.61e-06,"s^-1",65,"Celsius",2.35e-19,"m^3","corkrey, engqvist, gold","175, 555, 12331","Madin",338.15,34.3070473879815,-11.7860473860907,-42.8947014387308,34.3070473879815,-0.915024832172984,1.77051258774736e-19
"14","Aquificae",0.113155852343946,7.46614130686592,1.17198426177962,0.915024832172984,"Thermophile","Hydrogenivirga caldilitoris","Hydrogenivirga","Aquificaceae","Aquificales","Aquificae","Bacteria",2.93e-06,"s^-1",75,"Celsius",1.34e-19,"m^3","corkrey, engqvist, fierer, gold","360, 555, 2055, 12331","Madin",348.15,33.3216374385924,-12.7405081349353,-43.456447152924,33.3216374385924,-0.915024832172984,1.67947782554724e-19
"15","Aquificae",0.113155852343946,7.46614130686592,1.17198426177962,0.915024832172984,"Thermophile","Hydrogenobacter thermophilus","Hydrogenobacter","Aquificaceae","Aquificales","Aquificae","Bacteria",2.96e-06,"s^-1",71.667,"Celsius",2.97e-19,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, patric, protraits, rrndb","251, 555, 5102, 7623, 12331, 13070, 15094, 15999, 18560, 18701, 18707, 18718, 18723","Madin",344.817,33.6437242776486,-12.7303212896283,-42.6605548140723,33.6437242776486,-0.915024832172984,1.26358423856255e-19
"16","Aquificae",0.113155852343946,7.46614130686592,1.17198426177962,0.915024832172984,"Thermophile","Thermosulfidibacter takaii","Thermosulfidibacter",NA,"Aquificales","Aquificae","Bacteria",1.22e-06,"s^-1",70,"Celsius",4.19e-19,"m^3","corkrey, engqvist, fierer, genbank, gold, kegg, rrndb","174, 555, 4201, 6591, 12331, 17845, 18723","Madin",343.15,33.8071632645955,-13.6166596992191,-42.3164160329528,33.8071632645955,-0.915024832172984,4.4845953489043e-20
"17","Aquificae",0.113155852343946,7.46614130686592,1.17198426177962,0.915024832172984,"Thermophile","Thermovibrio ammonificans","Thermovibrio","Desulfurobacteriaceae","Desulfurobacteriales","Aquificae","Bacteria",2.75e-06,"s^-1",74,"Celsius",2.26e-19,"m^3","corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","361, 555, 4206, 5309, 12331, 13963, 15308, 18701, 18707, 18718, 18723","Madin",347.15,33.417623719562,-12.8039096462858,-42.9337519536027,33.417623719562,-0.915024832172984,1.44376110204848e-19
"18","Aquificae",0.113155852343946,7.46614130686592,1.17198426177962,0.915024832172984,"Thermophile","Persephonella guaymasensis","Persephonella","Hydrogenothermaceae","Aquificales","Aquificae","Bacteria",4.18e-05,"s^-1",70.088,"Celsius",3.1e-19,"m^3","http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-52-4-1349#tab2",NA,"Hira",343.238,33.7984957208874,-10.0826142184336,-42.6177146553958,33.7984957208874,-0.915024832172984,1.54875995352883e-18
"19","Aquificae",0.113155852343946,7.46614130686592,1.17198426177962,0.915024832172984,"Thermophile","Sulfurihydrogenibium kristjanssonii","Sulfurihydrogenibium","Hydrogenothermaceae","Aquificales","Aquificae","Bacteria",0.00012366,"s^-1",68.0546,"Celsius",3.6e-19,"m^3","https://www.researchgate.net/publication/5401401_Sulfurihydrogenibium_kristjanssonii_sp_nov_a_hydrogen-_and_sulfur-oxidizing_thermophile_isolated_from_a_terrestrial_Icelandic_hot_spring",NA,"Hira",341.2046,33.9999169830827,-8.99797469383385,-42.4681829214248,33.9999169830827,-0.915024832172984,3.81060758944047e-18
"20","Aquificae",0.113155852343946,7.46614130686592,1.17198426177962,0.915024832172984,"Thermophile","Sulfurihydrogenibium rodmanii","Sulfurihydrogenibium","Hydrogenothermaceae","Aquificales","Aquificae","Bacteria",3.69e-06,"s^-1",75,"Celsius",3.6e-19,"m^3","bacdive-microa, corkrey, engqvist, fierer, gold","1, 178, 555, 4091, 12331","Madin",348.15,33.3216374385924,-12.5098840999118,-42.4681829214248,33.3216374385924,-0.915024832172984,2.11511029906802e-19
"21","Aquificae",0.113155852343946,7.46614130686592,1.17198426177962,0.915024832172984,"Thermophile","Persephonella marina","Persephonella","Hydrogenothermaceae","Aquificales","Aquificae","Bacteria",5.76e-05,"s^-1",73.1051,"Celsius",3.1e-19,"m^3","http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-52-4-1349#tab2",NA,"Hira",346.2551,33.5039919245838,-9.76198799026243,-42.6177146553958,33.5039919245838,-0.915024832172984,2.7942370387046e-18
"22","Aquificae",0.113155852343946,7.46614130686592,1.17198426177962,0.915024832172984,"Thermophile","Sulfurihydrogenibium azorense","Sulfurihydrogenibium","Hydrogenothermaceae","Aquificales","Aquificae","Bacteria",2.76e-06,"s^-1",68,"Celsius",2.07e-19,"m^3","corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","168, 555, 4089, 4727, 12331, 13869, 14915, 18701, 18707, 18718, 18723","Madin",341.15,34.0053585644026,-12.8002798782352,-43.0215681596096,34.0053585644026,-0.915024832172984,8.46275244041682e-20
"23","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Rhizosolenia setigera","Rhizosolenia","Rhizosoleniaceae","Rhizosoleniales","Bacillariophyceae","Phytoplankton",1.56e-05,"s^-1",27,"Celsius",7.55e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",300.15,38.6504350299715,-11.0682396437088,-34.8198139246438,38.6504350299715,0.373077410054032,28.5416537321661
"24","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Nitzschia granii","Nitzschia","Bacillariaceae","Bacillariales","Bacillariophyceae","Phytoplankton",1.1e-05,"s^-1",14,"Celsius",4.25e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",287.15,40.4002370685911,-11.4176152851659,-35.3944425049684,40.4002370685911,0.373077410054032,38.6598087174724
"25","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Thalassionema nitzschioides","Thalassionema","Thalassionemataceae","Thalassionematales","Bacillariophyceae","Phytoplankton",2.05e-05,"s^-1",24,"Celsius",4.24e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",297.15,39.0406463881741,-10.7950856718199,-35.3967982186609,39.0406463881741,0.373077410054032,43.3842976142461
"26","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Skeletonema tropicum","Skeletonema","Skeletonemaceae","Thalassiosirales","Bacillariophyceae","Phytoplankton",2.41e-05,"s^-1",25,"Celsius",2.5e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",298.15,38.9097034185676,-10.6332987174677,-33.6224856630365,38.9097034185676,0.373077410054032,48.5712921513391
"27","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Chaetoceros gracilis","Chaetoceros","Chaetocerotaceae","Chaetocerotales","Bacillariophyceae","Phytoplankton",2.66e-05,"s^-1",30,"Celsius",2.83e-16,"m^3","Leblanc, Karine; Arístegui Ruiz, Javier; Armand, L; Assmy, P; Beker, B; Bode, Antonio; Breton, E; Cornet, V; Gibson, J; Gosselin, M-P; Kopczynska, EE; Marshall, Harold G; Peloquin, Jill M; Piontkovski, S; Poulton, Alex J; Quéguiner, Bernard; Schiebel, Ralf; Shipe, R; Stefels, Jacqueline; van Leeuwe, Maria A; Varela, M; Widdicombe, Claire E; Yallop, M (2012): A global diatom database - abundance, biovolume and biomass in the world ocean. Earth System Science Data, 4, 149-165, doi:10.5194/essd-4-149-2012. CC-BY","Saujanya’s data","Hira",303.15,38.2679468060232,-10.5345993421766,-35.8010847762496,38.2679468060232,0.373077410054032,42.1952282624888
"28","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Chaetoceros simplex","Chaetoceros","Chaetocerotaceae","Chaetocerotales","Mediophyceae","Phytoplankton",2.79e-05,"s^-1",25,"Celsius",1.68e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",298.15,38.9097034185676,-10.486883869137,-36.3225676944896,38.9097034185676,0.373077410054032,56.2298361420066
"29","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Phaeodactylum tricornutum","Phaeodactylum","Phaeodactylaceae","Naviculales","Bacillariophyceae","Phytoplankton",1.9e-05,"s^-1",25,"Celsius",7.11e-17,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",298.15,38.9097034185676,-10.8710715787978,-37.1824443370836,38.9097034185676,0.373077410054032,38.2927199533378
"30","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Thalassiosira eccentrica","Thalassiosira","Thalassiosiraceae","Thalassiosirales","Mediophyceae","Phytoplankton",1.16e-05,"s^-1",16,"Celsius",2.98e-13,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",289.15,40.1207956916685,-11.364505459852,-28.8416829084053,40.1207956916685,0.373077410054032,36.732322374354
"31","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Cylindrotheca closterium","Cylindrotheca","Bacillariaceae","Bacillariales","Bacillariophyceae","Phytoplankton",3e-06,"s^-1",23,"Celsius",1.36e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",296.15,39.1724736594494,-12.7168982692962,-36.5338767881568,39.1724736594494,0.373077410054032,6.66897882816485
"32","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Odontella sinensis","Odontella","Triceratiaceae","Triceratiales","Bacillariophyceae","Phytoplankton",9.3e-06,"s^-1",30,"Celsius",3.28e-13,"M^3","http://www.esapubs.org/archive/ecol/E094/149/metadata.php",NA,"Hira",303.15,38.2679468060232,-11.5854961578051,-28.7457627865265,38.2679468060232,0.373077410054032,14.7524670241032
"33","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Odontella mobilensis","Odontella","Triceratiaceae","Triceratiales","Bacillariophyceae","Phytoplankton",1.56e-05,"s^-1",27,"Celsius",2.77e-14,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",300.15,38.6504350299715,-11.0682396437088,-31.2173439817174,38.6504350299715,0.373077410054032,28.5416537321661
"34","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Coscinodiscus concinnus","Coscinodiscus","Coscinodiscaceae","Coscinodiscales","Coscinodiscophyceae","Phytoplankton",6.83e-06,"s^-1",12,"Celsius",7.29e-12,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",285.15,40.6835983666349,-11.8941858843816,-25.644517569908,40.6835983666349,0.373077410054032,26.6808378951839
"35","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Detonula confervacea","Detonula","Skeletonemataceae","Thalassiosirales","Coscinodiscophyceae","Phytoplankton",1.2e-05,"s^-1",12,"Celsius",2.99e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",285.15,40.6835983666349,-11.3306039081763,-33.4435030075081,40.6835983666349,0.373077410054032,46.8770211921241
"36","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Chaetoceros lorenzianus","Chaetoceros","Chaetocerotaceae","Chaetocerotales","Bacillariophyceae","Phytoplankton",2.57e-05,"s^-1",30,"Celsius",8e-15,"m^3","Edwards, K. F., Klausmeier, C. A. and Litchman, E. (2015), Nutrient utilization traits of phytoplankton. Ecology, 96: 2311. doi:10.1890/14-2252.1","Saujanya’s data","Hira",303.15,38.2679468060232,-10.5690195660631,-32.4593348532308,38.2679468060232,0.373077410054032,40.767570163382
"37","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Asterionellopsis glacialis","Asterionellopsis","Fragilariaceae","Fragilariales","Bacillariophyceae","Phytoplankton",2.3e-05,"s^-1",25,"Celsius",4.44e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",298.15,38.9097034185676,-10.6800163420351,-33.0481220184666,38.9097034185676,0.373077410054032,46.3543452066721
"38","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Eucampia zodiacus","Eucampia","Hemiaulaceae","Hemiaulales","Coscinodiscophyceae","Phytoplankton",3.56e-05,"s^-1",20,"Celsius",2e-14,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",293.15,39.5733517797917,-10.2431649201063,-31.5430441213567,39.5733517797917,0.373077410054032,91.9052972405301
"39","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Skeletonema menzellii","Skeletonema","Skeletonemataceae","Thalassiosirales","Coscinodiscophyceae","Phytoplankton",2.99e-05,"s^-1",35,"Celsius",5.65e-17,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",308.15,37.6470163045463,-10.4176520775676,-37.4122910357404,37.6470163045463,0.373077410054032,37.6223866027828
"40","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Thalassiosira pseudonana","Thalassiosira","Thalassiosiraceae","Thalassiosirales","Mediophyceae","Phytoplankton",3.73e-05,"s^-1",24,"Celsius",8.42e-17,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",297.15,39.0406463881741,-10.1965172313145,-37.0133367526445,39.0406463881741,0.373077410054032,78.938258585921
"41","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Chaetoceros didymus","Chaetoceros","Chaetocerotaceae","Chaetocerotales","Bacillariophyceae","Phytoplankton",1.67e-05,"s^-1",21,"Celsius",4.39e-16,"m^3","Leblanc, Karine; Arístegui Ruiz, Javier; Armand, L; Assmy, P; Beker, B; Bode, Antonio; Breton, E; Cornet, V; Gibson, J; Gosselin, M-P; Kopczynska, EE; Marshall, Harold G; Peloquin, Jill M; Piontkovski, S; Poulton, Alex J; Quéguiner, Bernard; Schiebel, Ralf; Shipe, R; Stefels, Jacqueline; van Leeuwe, Maria A; Varela, M; Widdicombe, Claire E; Yallop, M (2012): A global diatom database - abundance, biovolume and biomass in the world ocean. Earth System Science Data, 4, 149-165, doi:10.5194/essd-4-149-2012. CC-BY","Saujanya’s data �?Cell Volume mean","Hira",294.15,39.4388171825461,-11.0001018385416,-35.3620322608176,39.4388171825461,0.373077410054032,41.00237252597
"42","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Cyclotella meneghiniana","Cyclotella","Stephanodiscaceae","Thalassiosirales","Mediophyceae","Phytoplankton",1.4e-05,"s^-1",25,"Celsius",1.82e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",298.15,38.9097034185676,-11.176453228349,-33.939939893822,38.9097034185676,0.373077410054032,28.21568838667
"43","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Skeletonema japonicum","Skeletonema","Skeletonemataceae","Thalassiosirales","Coscinodiscophyceae","Phytoplankton",1.89e-05,"s^-1",25,"Celsius",3.27e-16,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",298.15,38.9097034185676,-10.8763486358987,-35.6565715029956,38.9097034185676,0.373077410054032,38.0911793220045
"44","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Coscinodiscus excentricus","Coscinodiscus","Coscinodiscaceae","Coscinodiscales","Bacillariophyceae","Phytoplankton",9.63e-06,"s^-1",17,"Celsius",4.91e-14,"m^3","Leblanc, Karine; Arístegui Ruiz, Javier; Armand, L; Assmy, P; Beker, B; Bode, Antonio; Breton, E; Cornet, V; Gibson, J; Gosselin, M-P; Kopczynska, EE; Marshall, Harold G; Peloquin, Jill M; Piontkovski, S; Poulton, Alex J; Quéguiner, Bernard; Schiebel, Ralf; Shipe, R; Stefels, Jacqueline; van Leeuwe, Maria A; Varela, M; Widdicombe, Claire E; Yallop, M (2012): A global diatom database - abundance, biovolume and biomass in the world ocean. Earth System Science Data, 4, 149-165, doi:10.5194/essd-4-149-2012. CC-BY",NA,"Hira",290.15,39.9825196424123,-11.5506273321542,-30.6449173601102,39.9825196424123,0.373077410054032,28.9609260384299
"45","Bacillariophyta",0.413951050571111,2.73514308662915,-0.0245989212265209,-0.373077410054032,"Thermophile","Pseudo-nitzschia seriata","Pseudo-nitzschia","Bacillariaceae","Bacillariales","Bacillariophyceae","Phytoplankton",5.67e-06,"s^-1",6,"Celsius",1.11e-15,"m^3","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits)",NA,"Hira",279.15,41.5580443283036,-12.0803214402246,-34.4344163795864,41.5580443283036,0.373077410054032,30.6933526377272
