"ConPhylum","GenusSpecies","ConGenus","ConFamily","ConOrder","ConClass","Superkingdom","GrowthRate","RateUnit","Optimum.Temp","TempUnit","AverageVolume","VolumeUnit","Sources","Notes","OptimumTemp","arrhenius_tmp","TempPref","x","y","z","r.sqr","a","RE","p_volume","p_temp","E","TCorrected_GrowthRate"
"27","Euryarchaeota","Methanobrevibacter cuticularis","Methanobrevibacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",1.69e-06,"s^-1",37,"Celsius",1.34e-19,"m^3","engqvist, gold, methanogen","555, 12331, 18584",310.15,37.4042497960533,"Mesophile",-13.2907820290293,-43.456447152924,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.75482759792483e-09
"28","Euryarchaeota","Ferroglobus placidus","Ferroglobus","Archaeoglobaceae","Archaeoglobales","Archaeoglobi","Archaea",7.6e-07,"s^-1",85,"Celsius",1.05e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","304, 555, 5092, 12331, 12946, 15099, 18701, 18707, 18718, 18723",358.15,32.3912552680328,"Mesophile",-14.089947403666,-41.3977415097234,32.3912552680328,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.92851174937295e-09
"29","Euryarchaeota","Methanocorpusculum parvum","Methanocorpusculum","Methanocorpusculaceae","Methanomicrobiales","Methanomicrobia","Archaea",7.41e-06,"s^-1",37,"Celsius",1.05e-18,"m^3","engqvist, gold, methanogen, patric","555, 12331, 18614, 18707",310.15,37.4042497960533,"Mesophile",-11.8126801186563,-41.3977415097234,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.20788594678243e-08
"30","Euryarchaeota","Methanofollis tationis","Methanofollis","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",4.32e-06,"s^-1",38.5,"Celsius",2.83e-17,"m^3","corkrey, engqvist, gold, methanogen","489, 555, 12331, 18629",311.65,37.2242197152124,"Mesophile",-12.3522551557083,-38.1036698692436,37.2242197152124,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,7.26288833312125e-09
"31","Euryarchaeota","Methanobrevibacter acididurans","Methanobrevibacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",4.13e-06,"s^-1",35,"Celsius",6.7e-20,"m^3","gold, methanogen","12331, 18581",308.15,37.6470163045463,"Mesophile",-12.3972331509913,-44.149594333484,37.6470163045463,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,6.45749437833645e-09
"32","Euryarchaeota","Methanogenium organophilum","Methanogenium","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",1.35e-05,"s^-1",32.5,"Celsius",1.05e-18,"m^3","engqvist, gold, methanogen","555, 12331, 18633",305.65,37.9549421699524,"Mesophile",-11.2128208725199,-41.3977415097234,37.9549421699524,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.00215454836701e-08
"33","Euryarchaeota","Methanoculleus thermophilus","Methanoculleus","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",8.74e-06,"s^-1",55,"Celsius",1.59e-18,"m^3","corkrey, engqvist, gold, methanogen","488, 555, 12331, 18624",328.15,35.3525158441138,"Mesophile",-11.6476003682968,-40.9827976576607,35.3525158441138,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.02599244494034e-08
"34","Euryarchaeota","Methanofollis liminatans","Methanofollis","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",5.66e-06,"s^-1",39,"Celsius",3.53e-18,"m^3","engqvist, gold, methanogen, microbe-directory","555, 12331, 18628, 18701",312.15,37.1645941830721,"Mesophile",-12.0820866657492,-40.1852338029476,37.1645941830721,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,9.61359954415279e-09
"35","Euryarchaeota","Archaeoglobus veneficus","Archaeoglobus","Archaeoglobaceae","Archaeoglobales","Archaeoglobi","Archaea",2.97e-06,"s^-1",76.25,"Celsius",6.43e-19,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","492, 555, 5332, 12331, 12434, 15367, 18701, 18707, 18718, 18723",349.4,33.2024272302402,"Mesophile",-12.7269486051497,-41.8881422286373,33.2024272302402,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,9.95708054688166e-09
"36","Euryarchaeota","Methanobacterium bryantii","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.87e-06,"s^-1",38,"Celsius",5.41e-18,"m^3","engqvist, gold, methanogen, patric","555, 12331, 18565, 18707",311.15,37.2840368768952,"Mesophile",-12.7611985281927,-39.7582825810344,37.2840368768952,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.77583438638843e-09
"37","Euryarchaeota","Methanosphaera stadtmanae","Methanosphaera","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",1.08e-05,"s^-1",37.5,"Celsius",1.39e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 4810, 12331, 13276, 14352, 18681, 18701, 18707, 18718, 18723",310.65,37.3440465934201,"Mesophile",-11.4359644238341,-41.1172279267502,37.3440465934201,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.77876471909846e-08
"38","Euryarchaeota","Natrinema pellirubrum","Natrinema","Natrialbaceae","Natrialbales","Halobacteria","Archaea",1.2e-05,"s^-1",32.5,"Celsius",1.97e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, rrndb","149, 555, 5588, 12331, 13387, 16294, 18701, 18723",305.65,37.9549421699524,"Mesophile",-11.3306039081763,-40.7684981311429,37.9549421699524,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.77969293188179e-08
"39","Euryarchaeota","Methanosarcina acetivorans","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",7.31e-06,"s^-1",38.125,"Celsius",8.38e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","305, 555, 4655, 12331, 13265, 14132, 18667, 18701, 18707, 18718, 18723",311.275,37.2690645707042,"Mesophile",-11.8262672842026,-39.3206837593988,37.2690645707042,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.21955290716449e-08
"40","Euryarchaeota","Methanosarcina lacustris","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",2.73e-06,"s^-1",25,"Celsius",1.64e-17,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","320, 555, 6407, 12331, 13269, 17530, 18672, 18723",298.15,38.9097034185676,"Mesophile",-12.8112089487674,-38.6492503390627,38.9097034185676,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,3.43689887606173e-09
"41","Euryarchaeota","Methanocorpusculum aggregans","Methanocorpusculum","Methanocorpusculaceae","Methanomicrobiales","Methanomicrobia","Archaea",8.51e-06,"s^-1",35,"Celsius",2.05e-18,"m^3","gold, methanogen","12331, 18611",308.15,37.6470163045463,"Mesophile",-11.674268615379,-40.7286918807425,37.6470163045463,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.3305878246887e-08
"42","Euryarchaeota","Methanothermobacter thermautotrophicus","Methanothermobacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",4.09e-06,"s^-1",66.875,"Celsius",9.49e-19,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb, silva, bergeys","289, 555, 4654, 12331, 13280, 14066, 18691, 18701, 18707, 18718, 18723, 18888",340.025,34.1178680221923,"Mesophile",-12.4069655879096,-41.498878154265,34.1178680221923,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.17184390736612e-08
"43","Euryarchaeota","Methanogenium cariaci","Methanogenium","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",8.18e-06,"s^-1",22.5,"Celsius",1.84e-17,"m^3","corkrey, engqvist, gold, methanogen","353, 555, 12331, 18619",295.65,39.238721712315,"Mesophile",-11.7138184073496,-38.5341810092779,39.238721712315,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,9.73274189345783e-09
"44","Euryarchaeota","Methanotorris formicicus","Methanotorris","Methanocaldococcaceae","Methanococcales","Methanococci","Archaea",9.24e-06,"s^-1",73,"Celsius",1.59e-18,"m^3","corkrey, engqvist, gold, methanogen, microbe-directory","177, 555, 12331, 18698, 18701",346.15,33.5141645940949,"Mesophile",-11.5919686723107,-40.9827976576607,33.5141645940949,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.93638711883403e-08
"45","Euryarchaeota","Methanothermococcus okinawensis","Methanothermococcus","Methanococcaceae","Methanococcales","Methanococci","Archaea",1.82e-05,"s^-1",61.5,"Celsius",2.05e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","362, 555, 5268, 12331, 13281, 15446, 18694, 18701, 18707, 18718, 18723",334.65,34.6658540990466,"Mesophile",-10.9140889638815,-40.7286918807425,34.6658540990466,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,4.74652376494426e-08
"46","Euryarchaeota","Haloterrigena turkmenica","Haloterrigena","Natrialbaceae","Natrialbales","Halobacteria","Archaea",1.5e-05,"s^-1",37,"Celsius",5.61e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb","149, 555, 5237, 12331, 13049, 15083, 18701, 18707, 18718, 18723",310.15,37.4042497960533,"Mesophile",-11.1074603568621,-39.7219809543582,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.44511325259601e-08
"47","Euryarchaeota","Methanolacinia paynteri","Methanolacinia","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",9.67e-06,"s^-1",38,"Celsius",7.54e-19,"m^3","corkrey, engqvist, gold, methanogen, patric","324, 555, 12331, 18640, 18707",311.15,37.2840368768952,"Mesophile",-11.5464822484991,-41.728894584867,37.2840368768952,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.6091400179922e-08
"48","Euryarchaeota","Methanosarcina mazei","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",8.43e-06,"s^-1",35.6,"Celsius",8.38e-18,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 4647, 7751, 8101, 8561, 8811, 9038, 11393, 12331, 13270, 14134, 16344, 18120, 18203, 18673, 18701, 18707, 18718, 18723",308.75,37.573856110918,"Mesophile",-11.6837137859505,-39.3206837593988,37.573856110918,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.33473267905621e-08
"49","Euryarchaeota","Methanosarcina barkeri","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",8.15e-06,"s^-1",37.5,"Celsius",5.61e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb, silva","350, 555, 4623, 7759, 8097, 8563, 8810, 9039, 12331, 13266, 13267, 14310, 17546, 17547, 17615, 18121, 18669, 18701, 18707, 18718, 18723, 18887",310.65,37.3440465934201,"Mesophile",-11.7174926307115,-39.7219809543582,37.3440465934201,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,1.34230856117153e-08
"50","Euryarchaeota","Methanocorpusculum sinense","Methanocorpusculum","Methanocorpusculaceae","Methanomicrobiales","Methanomicrobia","Archaea",4.81e-06,"s^-1",30,"Celsius",1.05e-18,"m^3","engqvist, gold, methanogen","555, 12331, 18612",303.15,38.2679468060232,"Mesophile",-12.2448134738466,-41.3977415097234,38.2679468060232,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,6.76052187504947e-09
"51","Euryarchaeota","Methanolobus bombayensis","Methanolobus","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.29e-05,"s^-1",37,"Celsius",1.57e-18,"m^3","corkrey, engqvist, gold, methanogen","316, 555, 12331, 18643",310.15,37.4042497960533,"Mesophile",-11.2582832465966,-40.9954560545326,37.4042497960533,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.10279739723257e-08
"52","Euryarchaeota","Archaeoglobus profundus","Archaeoglobus","Archaeoglobaceae","Archaeoglobales","Archaeoglobi","Archaea",6.81e-07,"s^-1",82,"Celsius",2.48e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, patric, protraits, rrndb","508, 555, 5059, 12331, 12432, 15081, 18707, 18718, 18723",355.15,32.6648685745345,"Mesophile",-14.1997035307969,-40.5382731137159,32.6648685745345,0.104411321961235,0.095226936402367,0.171614963009721,0.148782864288959,0.000527668220954619,-0.171614963009721,2.50373118693197e-09
